X,Y,OBJECTID,GlobalID,GPIN,BuildingName,PID,Address,BuildingID,BuildingStatus,YearBuilt,GFASource,PermitCase,PermitStatus,GFA,DCOOD,OCCDate,BPGFA,EnergovID,CreateUser,CreateDate,LastEditUser,LastEditDate,ApprovedGFA,PermittedGFA,REATaxedGFA,PlanningCaseNumber,PlanningCaseName,PlanCaseEnergovID
11744852.3240452,6973540.54290043,119,{D41D835F-6862-4635-B0A7-C793385EE1D5},7497-43-7416,Microsoft Azure 4,P633199165,13490 UNIVERSITY BLVD,4,Planned,,Estimated,,Planned,425459,Yes,,,,,,RFH7157A,2026/02/02 05:16:47+00,,,,,,
11747004.7331262,6971026.81925334,120,{FED4B526-AE8A-463D-90C8-C663DEEA54B9},7497-61-8568,Google Bristow 4,,6201 WELLINGTON RD,4,Planned,,Estimated,,Planned,350000,Yes,,,,,,,,,,,,,
11746971.3125893,6964132.04301667,121,{709ACF72-F7D3-4FFA-9F4E-23E4FAD5A3F4},7496-63-4453,Devlin Technology Park 2,,9000 DEVLIN RD,DTP2,Planned,,Proffer,,Planned,440648,Yes,,,,,,RFH7157A,2026/02/02 06:32:31+00,441250,,,,,
11746343.1143707,6964366.07765359,122,{624BFFB6-EE07-4DB6-883D-5CB8C2EDE58E},7496-63-4453,Devlin Technology Park 1,,9000 DEVLIN RD,DTP1,Planned,,Proffer,,Planned,440648,Yes,,,,,,RFH7157A,2026/02/02 06:32:31+00,441250,,,,,
11746638.737139,6963208.22202967,123,{75AC283C-D3BF-413A-82A5-3C8EBF8CA4C3},7496-63-4453,Devlin Technology Park 4,,9000 DEVLIN RD,DTP4,Planned,,Proffer,,Planned,440648,Yes,,,,,,RFH7157A,2026/02/02 06:32:31+00,441250,,,,,
11746010.5389203,6963442.25666659,124,{F8BE2857-5D8A-4144-A511-F15AAED1924C},7496-63-4453,Devlin Technology Park 3,,9000 DEVLIN RD,DTP3,Planned,,Proffer,,Planned,440648,Yes,,,,,,RFH7157A,2026/02/02 06:32:31+00,441250,,,,,
11746343.1143707,6962382.94185609,125,{2A50BB6E-0B8C-45FC-9EA6-0418FD199809},7496-63-4453,Devlin Technology Park 6,,9000 DEVLIN RD,DTP6,Planned,,Proffer,,Planned,440648,Yes,,,,,,RFH7157A,2026/02/02 06:32:31+00,441250,,,,,
11745714.916152,6962616.976493,126,{EA96F66E-7BE4-4D9E-8A41-34A6E9754ABC},7496-63-4453,Devlin Technology Park 5,,9000 DEVLIN RD,DTP5,Planned,,Proffer,,Planned,440648,Yes,,,,,,RFH7157A,2026/02/02 06:32:31+00,441250,,,,,
11745985.9034709,6961520.70867242,127,{0637FC84-6F89-43D8-956D-FF70233FF83D},7496-63-4453,Devlin Technology Park 8,,9000 DEVLIN RD,DTP8,Planned,,Proffer,,Planned,440648,Yes,,,,,,RFH7157A,2026/02/02 06:32:31+00,441250,,,,,
11745357.7052523,6961754.74330933,128,{8085AF70-41E0-4884-8A8F-CCEB00F917B1},7496-63-4453,Devlin Technology Park 7,,9000 DEVLIN RD,DTP7,Planned,,Proffer,,Planned,440648,Yes,,,,,,RFH7157A,2026/02/02 06:32:31+00,441250,,,,,
11760968.5578888,6959042.38128,129,{FF20DE69-9E1E-42A1-81AA-6885D2062B03},7695-09-7902,Innovation on the Parkway,P769500002,11101 UNIVERSITY BLVD,1,Planned,,Proffer,,Planned,576952,Yes,,,,,,RFH7157A,2026/01/22 23:41:27+00,576952,,,,,
11769369.4771105,6945142.50455226,130,{913C10F5-CD08-4906-BE83-9DDDB864A543},7694-95-2326.00,CloudHQ Manassas Corporate Center 6B,,10910 AIRMAN AVE,MCC6B,Planned,,Proffer,,Planned,317944,Yes,,,,,,RFH7157A,2026/02/02 07:11:36+00,,,,,,
11769107.0248795,6945264.43114567,131,{D75BE08A-DA27-485B-9717-A457549E4D59},7694-95-2326.00,CloudHQ Manassas Corporate Center 6C,,10910 AIRMAN AVE,MCC6C,Planned,,Proffer,,Planned,317944,Yes,,,,,,RFH7157A,2026/02/02 07:11:36+00,,,,,,
11793563.4224889,6915454.70172326,132,{D0AE703A-6379-41A8-BB78-71F9235A88A4},7991-45-0874,Amazon Colchester Industrial Park 1,,14901 DUMFRIES RD,1,Planned,,Proffer,,Planned,465840,Yes,,,,,,RFH7157A,2026/02/02 03:54:42+00,221572,,,,,
11793346.8904417,6914515.81219684,133,{629EEB0D-6BA0-492D-BF5E-DD92739AF7B8},7991-45-0874,Amazon Colchester Industrial Park 2,,14901 DUMFRIES RD,2,Planned,,Proffer,,Planned,465840,Yes,,,,,,RFH7157A,2026/02/02 03:54:42+00,221572,,,,,
11793823.6709842,6914243.36621942,134,{7B0C5AF6-C58C-4E57-9F53-A94A806E17E5},7991-45-0874,Amazon Colchester Industrial Park 3,,14901 DUMFRIES RD,3,Planned,,Proffer,,Planned,465840,Yes,,,,,,RFH7157A,2026/02/02 03:54:42+00,221572,,,,,
11786957.8917368,6918476.92041634,135,{515BE4CE-5E6B-4B23-8BB7-F552D0761E31},7891-69-0322,Amazon Parsons Business Park 5,,14237 DUMFRIES RD,5,Planned,,Proffer,,Planned,375282,Yes,,,,,,RFH7157A,2026/01/22 23:41:27+00,375282,,,,,
11786031.1143908,6919199.71818334,136,{CAEF099E-6958-40D3-8960-814692691755},7891-69-0322,Amazon Parsons Business Park 3,,14237 DUMFRIES RD,3,Planned,,Proffer,,Planned,375282,Yes,,,,,,RFH7157A,2026/01/22 23:41:27+00,375282,,,,,
11786474.5485433,6918836.10211267,137,{EBF766CB-E52C-4023-BC85-0B1AF5AE6882},7891-69-0322,Amazon Parsons Business Park 4,,14237 DUMFRIES RD,4,Planned,,Proffer,,Planned,375282,Yes,,,,,,RFH7157A,2026/01/22 23:41:27+00,375282,,,,,
11785556.6399461,6919745.14228934,138,{E7098BC6-F433-48D1-B046-D2B596B68051},7891-69-0322,Amazon Parsons Business Park 2,,14237 DUMFRIES RD,2,Planned,,Proffer,,Planned,375282,Yes,,,,,,RFH7157A,2026/01/22 23:41:27+00,375282,,,,,
11785392.56908,6920197.44486243,139,{20ECBBA0-A036-46A6-8214-60B1E286A3A9},7891-69-0322,Amazon Parsons Business Park 1,,14237 DUMFRIES RD,1,Planned,,Proffer,,Planned,375282,Yes,,,,,,RFH7157A,2026/01/22 23:41:27+00,375282,,,,,
11733039.1478684,6974399.22195734,140,{ADF38910-8DEE-482F-A481-3BC565DFC1AD},7397-34-3968,Gardner Property 4,,14414 MCGRAWS CORNER DR,GP4,Pending,,Estimated,,,616620,No,,,,,,JBM6859A,2026/02/02 13:27:53+00,,,,,,
11764587.3679083,6965589.372123,141,{067298F7-061A-406F-80A5-9AD4A3EBC945},7696-46-3403,Ashton Data Center 1,P240100001,8552 ASHTON AVE,ADC1,Pending,,Proffer,,,300000,Yes,,,,,,RFH7157A,2026/03/09 13:55:31+00,300000,,,REZ2022-00031,ASHTON DATA CENTER,f322379d-0301-4028-9ba5-e23724a6cb51
11790370.2264475,6914882.24092592,142,{88550F42-0084-442A-B9E2-65EA04D67F13},7991-04-7237,Potomac Technology Park 1,,14854 DUMFRIES RD,PTP1,Pending,,Proffer,,,585160,No,,,,,,RFH7157A,2026/03/09 13:55:31+00,585160,,,REZ2022-00015,Potomac Technology Park,61c4d6bd-7ac7-41d5-8d7b-f554a223316b
11746925.8149769,6969032.36687742,143,{C646AC20-6084-4EC5-9875-7F7A7628D347},7496-68-8838,Piney Branch 1,P643243415,8101 PINEY BRANCH LN,PB1,Planned,,Proffers,,Planned,495709,Yes,,,,,,RFH7157A,2026/02/02 06:04:56+00,,,,,,
11746587.2638168,6968408.53151092,144,{750194C7-FEDD-44D2-8B14-2EDC9E836FAB},7496-68-8838,Piney Branch 2,P594439834,8121 PINEY BRANCH LN,PB2,Planned,,Proffers,,Planned,495709,Yes,,,,,,RFH7157A,2026/02/02 06:04:56+00,,,,,,
11744715.2317997,6992420.65146559,145,{A01665CA-0898-4FE2-A526-598AFA42C7FA},,Digital Gateway North,,,,Planned,,Proffer,,Planned,583333,No,,,,,,RFH7157A,2026/02/04 02:48:12+00,3500000,,,,,
11747254.7906969,6990825.11659892,146,{63D51C07-FA87-4ADC-9437-F512ABF3F8AD},,Digital Gateway North,,,,Planned,,Proffer,,Planned,583333,No,,,,,,RFH7157A,2026/02/04 02:48:12+00,3500000,,,,,
11747786.0317604,6989344.79016325,147,{36342CBB-7840-4711-86B7-E9868CC617DD},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,,,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11745909.1555929,6990080.8470901,148,{496D7975-4FF9-4BA8-8787-ABB6EFA633EC},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,,,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11748581.7867306,6985063.64846309,149,{35FE0DF4-F480-4F33-ABE4-F1BA7C8F3F81},,Digital Gateway South,,,,Planned,,Proffer,,Planned,462500,No,,,,,,RFH7157A,2026/02/04 02:55:54+00,1850000,,,,,
11744117.9537948,6985940.49054143,150,{86C361DA-AA01-4261-878B-6E4D97D9AC3C},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,,,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11746431.0699034,6981406.94186576,151,{E37D4C2B-18DF-4A5A-8277-8ED16894E25D},,Digital Gateway South,,,,Planned,,Proffer,,Planned,462500,No,,,,,,RFH7157A,2026/02/04 02:55:54+00,1850000,,,,,
11745474.3572499,6993556.57307826,152,{837706D1-899A-4361-9079-D41DE1988EFE},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,,,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11764324.4488147,6977683.72555892,153,{F053D3B0-ED67-4DD0-8BB4-391B168D4A1B},7697-47-3772,Verizon Manassas 7777 Infantry Ridge,P769700173,7777 INFANTRY RIDGE RD,Verizon,Completed,2002,,BLD2026-02975,Finaled,0,Yes,2002/06/04 00:00:00+00,226527,84ba87a3-9a65-4c98-9db6-efbf27a5f70b,,,PLANNING,2026/02/26 16:40:06+00,,,227465,,,
11764790.1312823,6977121.73160417,154,{05570202-E5B4-49C0-B781-5A5110C2D15D},7697-47-7005,Equinix Manassas DC14,P769700235,7400 INFANTRY RIDGE RD,DC14,Completed,2009,,BLD2006-05319,Finaled,0,Yes,2009/10/23 00:00:00+00,109800,4dd5f1a2-9035-42b3-ac92-01c59eb47dde,,,PLANNING,2026/02/26 16:40:06+00,,,109800,,,
11733925.5575129,6974266.67202559,155,{CD7984A0-9A2B-40D7-9939-62F5AC3A3473},7397-34-3968,Gardner Property 5,,14414 MCGRAWS CORNER DR,GP5,Pending,,Estimated,,,350000,No,,,,,,JBM6859A,2026/02/02 13:27:53+00,,,,,,
11732917.8124812,6974811.36319342,156,{9379CC92-7FDC-497A-85FC-B81BB2CBC839},7397-34-3968,Gardner Property 3,,14414 MCGRAWS CORNER DR,GP3,Pending,,Estimated,,,500000,No,,,,,,JBM6859A,2026/02/02 13:27:53+00,,,,,,
11732806.6119162,6975161.12857001,157,{06ADBF39-5CBC-4A7F-930B-7AA99AE88FAE},7397-34-3968,Gardner Property 2,,14414 MCGRAWS CORNER DR,GP2,Pending,,Estimated,,,350000,No,,,,,,JBM6859A,2026/02/02 13:27:53+00,,,,,,
11732700.564228,6975527.00415058,158,{DC653DC2-3215-4231-A54B-FB949802EA3D},7397-34-3968,Gardner Property 1,,14414 MCGRAWS CORNER DR,GP1,Pending,,Estimated,,,200000,No,,,,,,JBM6859A,2026/02/02 13:27:53+00,,,,,,
11750039.5000225,6968701.06307809,160,{B39CA268-1B67-471C-851F-B8AA61FBF50E},7596-08-1375,Project Well North,P759600135,6894 WELLINGTON RD,PWN,Pending,,Estimated,,,334966,Yes,,,,,,RFH7157A,2026/03/09 13:55:31+00,336000,,,REZ2025-00026,Project Well,f91d05d2-9f16-4321-8d9d-8c28831b0c2d
11749876.6381435,6967866.89151809,161,{FFE1CF5A-966D-4FA8-BDFC-7FB541B49AE5},7496-97-8786,Project Well South,P251118064,8019 DEVLIN RD,PWS,Pending,,Estimated,,,334966,Yes,,,,,,RFH7157A,2026/03/09 13:55:31+00,336000,,,REZ2025-00026,Project Well,f91d05d2-9f16-4321-8d9d-8c28831b0c2d
11763916.3804052,6966564.78946351,162,{292E2162-FB16-4E09-BCBC-5649E844C825},7696-46-3403,Ashton Data Center 2,,8552 ASHTON AVE,ADC2,Pending,,Proffer,,,300000,Yes,,,,,,RFH7157A,2026/03/09 13:55:31+00,300000,,,REZ2022-00031,ASHTON DATA CENTER,f322379d-0301-4028-9ba5-e23724a6cb51
11742252.4473552,6965072.72322193,163,{EC7C4253-5C77-40C9-81D2-0120AA78F758},7496-25-7319,Hunter Property 1,P240500006,8510 NIMBUS PL,1,Planned,,Proffer,,Planned,427040,Yes,,,,,,RFH7157A,2026/02/02 06:22:20+00,,,,,,
11742611.9476204,6965829.38509442,164,{151CDFFF-84A9-4B0F-9EAF-23EEE75B1650},7496-25-7319,Hunter Property 2,P240500007,8505 NIMBUS PL,2,Planned,,Proffer,,Planned,427040,Yes,,,,,,RFH7157A,2026/02/02 06:22:20+00,,,,,,
11743351.4904327,6965411.68022117,165,{3D5629C4-026F-4BAA-96AF-8873EEC75CB5},7496-25-7319,Hunter Property 7,P240500008,8545 NIMBUS PL,7,Planned,,Proffer,,Planned,427040,Yes,,,,,,RFH7157A,2026/02/02 06:22:20+00,,,,,,
11743132.3665271,6965168.58982809,166,{1DD12BE4-BC4B-4728-98D8-A2845B1199F4},7496-25-7319,Hunter Property 6,P240500009,8525 NIMBUS PL,6,Planned,,Proffer,,Planned,427040,Yes,,,,,,RFH7157A,2026/02/02 06:22:20+00,,,,,,
11742889.276134,6964791.97083068,167,{E14EAA7F-4C71-43D7-9D7D-6BEDB5528C02},7496-25-7319,Hunter Property 5,P240500010,8530 NIMBUS PL,5,Planned,,Proffer,,Planned,427040,Yes,,,,,,RFH7157A,2026/02/02 06:22:20+00,,,,,,
11742700.9664713,6964600.23729025,168,{EEAE6957-43D6-4ABA-8B6B-34A81BB773CA},7496-25-7319,Hunter Property 4,P240500011,8550 NIMBUS PL,4,Planned,,Proffer,,Planned,427040,Yes,,,,,,RFH7157A,2026/02/02 06:22:20+00,,,,,,
11742420.2144081,6964268.12804633,169,{38E5248B-3482-4D4F-8225-4C5BA574549E},7496-25-7319,Hunter Property 3,P240500012,8570 NIMBUS PL,3,Planned,,Proffer,,Planned,427040,Yes,,,,,,RFH7157A,2026/02/02 06:22:20+00,,,,,,
11744594.3334194,6964281.82322893,170,{6A480DBC-0291-479F-B8FD-C58C6FA8C390},7496-43-8199,Hunter Property 8,P240500013,8650 NIMBUS PL,8,Planned,,Proffer,,Planned,427040,Yes,,,,,,RFH7157A,2026/02/02 06:22:20+00,,,,,,
11744260.2976702,6963530.93890393,171,{C63CDB44-739A-432B-92E2-98B0250EB3D8},7496-43-8199,Hunter Property 9,P240500015,8670 NIMBUS PL,9,Planned,,Proffer,,Planned,427040,Yes,,,,,,RFH7157A,2026/02/02 06:22:20+00,,,,,,
11744640.126963,6963295.55190751,172,{73DC5FF1-B99B-45F1-A294-CAB81D9B3925},7496-43-8199,Hunter Property 10,P240500016,8675 NIMBUS PL,10,Planned,,Proffer,,Planned,427040,Yes,,,,,,RFH7157A,2026/02/02 06:22:20+00,,,,,,
11791057.8759908,6914628.89628826,173,{1021BE4F-5930-45A5-9071-0F3EEBA22F26},7991-04-7237,Potomac Technology Park 2,,14854 DUMFRIES RD,PTP2,Pending,,Proffer,,,585160,No,,,,,,RFH7157A,2026/03/09 13:55:31+00,585160,,,REZ2022-00015,Potomac Technology Park,61c4d6bd-7ac7-41d5-8d7b-f554a223316b
11744876.8830512,6980868.95409659,174,{24C7A4E1-6297-4037-A3F1-7D019B812517},,Digital Gateway South,,,,Planned,,Proffer,,Planned,462500,No,,,,RFH7157A,2026/02/04 01:55:33+00,RFH7157A,2026/02/04 02:55:54+00,1850000,,,,,
11744528.1872263,6981436.82992934,175,{BD3E60CD-6F61-433B-A46E-917E8024FA19},,Digital Gateway South,,,,Planned,,Proffer,,Planned,462500,No,,,,RFH7157A,2026/02/04 01:55:33+00,RFH7157A,2026/02/04 02:55:54+00,1850000,,,,,
11744239.2678566,6981925.00414984,176,{6927F26E-11B1-4D42-9AB3-80E82D169680},,Digital Gateway South,,,,Planned,,Proffer,,Planned,462500,No,,,,RFH7157A,2026/02/04 01:55:33+00,RFH7157A,2026/02/04 02:55:54+00,1850000,,,,,
11748382.5322078,6983758.53001034,177,{EF9F5721-36D1-4DBD-8501-293FB638405C},,Digital Gateway South,,,,Planned,,Proffer,,Planned,462500,No,,,,RFH7157A,2026/02/04 02:00:34+00,RFH7157A,2026/02/04 02:55:54+00,1850000,,,,,
11748512.0476968,6984675.10199609,178,{F4DC706C-F728-4602-9368-A56F383520A6},,Digital Gateway South,,,,Planned,,Proffer,,Planned,462500,No,,,,RFH7157A,2026/02/04 02:00:34+00,RFH7157A,2026/02/04 02:55:54+00,1850000,,,,,
11748472.1967267,6984236.74132426,179,{64146F4D-08E7-4884-9AD2-26190A6ECF56},,Digital Gateway South,,,,Planned,,Proffer,,Planned,462500,No,,,,RFH7157A,2026/02/04 02:00:34+00,RFH7157A,2026/02/04 02:55:54+00,1850000,,,,,
11744729.9765208,6991359.81894159,180,{9AB9AB25-26B7-4BF6-9A85-E225FC941619},,Digital Gateway North,,,,Planned,,Proffer,,Planned,583333,No,,,,RFH7157A,2026/02/04 02:03:29+00,RFH7157A,2026/02/04 02:48:12+00,3500000,,,,,
11745316.5826311,6991366.19524117,181,{E05BCCA7-2075-4353-B6F9-07EB2043BFA3},,Digital Gateway North,,,,Planned,,Proffer,,Planned,583333,No,,,,RFH7157A,2026/02/04 02:03:29+00,RFH7157A,2026/02/04 02:48:12+00,3500000,,,,,
11747877.6608423,6993703.94942392,182,{D9C2993C-FE7E-4694-8F88-23CB96C6E94D},,Digital Gateway North,,,,Planned,,Proffer,,Planned,583333,No,,,,RFH7157A,2026/02/04 02:03:29+00,RFH7157A,2026/02/04 02:48:12+00,3500000,,,,,
11747369.5611367,6991513.74120592,183,{F5BF3C59-6234-4042-A065-5D134CD57039},,Digital Gateway North,,,,Planned,,Proffer,,Planned,583333,No,,,,RFH7157A,2026/02/04 02:03:29+00,RFH7157A,2026/02/04 02:48:12+00,3500000,,,,,
11748106.8037567,6994530.85656275,184,{78EAE39B-47A4-451D-967C-98287FFB712C},,Digital Gateway North,,,,Planned,,Proffer,,Planned,583333,No,,,,RFH7157A,2026/02/04 02:07:20+00,RFH7157A,2026/02/04 02:48:12+00,3500000,,,,,
11747528.9650173,6992189.61321376,185,{1AE06033-352D-4223-B531-9AF0E650EE94},,Digital Gateway North,,,,Planned,,Proffer,,Planned,583333,No,,,,RFH7157A,2026/02/04 02:07:20+00,RFH7157A,2026/02/04 02:48:12+00,3500000,,,,,
11751095.6248788,6993893.24136817,186,{9CEAFD61-DCEC-4060-B39B-56679084524E},,Digital Gateway North,,,,Planned,,Proffer,,Planned,583333,No,,,,RFH7157A,2026/02/04 02:10:09+00,RFH7157A,2026/02/04 02:48:12+00,3500000,,,,,
11749471.6986647,6994471.08010751,187,{B032B0A7-DF65-45E1-857D-7FAE1219202D},,Digital Gateway North,,,,Planned,,Proffer,,Planned,583333,No,,,,RFH7157A,2026/02/04 02:10:09+00,RFH7157A,2026/02/04 02:48:12+00,3500000,,,,,
11750308.5687101,6994102.4587975,188,{B8625109-D032-4BB4-AC97-4CB8AB0D91F5},,Digital Gateway North,,,,Planned,,Proffer,,Planned,583333,No,,,,RFH7157A,2026/02/04 02:10:09+00,RFH7157A,2026/02/04 02:48:12+00,3500000,,,,,
11750139.2022509,6993066.33422934,189,{1D803BE0-52B0-40C2-AACE-F942DCA57249},,Digital Gateway North,,,,Planned,,Proffer,,Planned,583333,No,,,,RFH7157A,2026/02/04 02:10:09+00,RFH7157A,2026/02/04 02:48:12+00,3500000,,,,,
11745653.6866157,6994114.48666058,190,{D31819F2-4868-4E9E-8C4D-AD0ABE286AC8},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,RFH7157A,2026/02/04 02:15:13+00,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11744653.0534463,6990163.73701617,191,{7D7A9A43-80F2-4629-87D9-CBF361BC50AE},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,RFH7157A,2026/02/04 02:17:51+00,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11744710.4388303,6989711.03024442,192,{3EC46A2D-A999-44FD-9226-6F0757DEC74C},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,RFH7157A,2026/02/04 02:17:51+00,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11746656.3607914,6988715.95218208,193,{0AF925EF-74CA-42A5-8B7D-778184542CD8},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,RFH7157A,2026/02/04 02:20:29+00,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11746138.2985073,6988436.99539092,194,{E05496BD-99E3-41AF-A3D3-F46098C13F96},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,RFH7157A,2026/02/04 02:20:29+00,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11744183.3112756,6988182.18159609,195,{C72F072D-45C5-4B51-82E9-4FAB55B36A80},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,RFH7157A,2026/02/04 02:20:29+00,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11745151.9874878,6987928.89601342,196,{D6C8646B-DC79-4811-BDC7-F05BD7F4BA73},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,RFH7157A,2026/02/04 02:20:29+00,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11746307.6649665,6985617.540728,197,{8D988927-115B-4940-93D2-7348CFD5FF21},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,RFH7157A,2026/02/04 02:20:29+00,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11746357.4788433,6986424.52238175,198,{C1C41A1A-9611-4434-B5C9-FE18003D0259},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,RFH7157A,2026/02/04 02:20:29+00,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11744922.8445734,6986324.89528443,199,{06AA9DBE-661D-4684-8401-16477B9AE36E},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,RFH7157A,2026/02/04 02:20:29+00,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11743799.1463615,6985591.79471651,200,{3F69B5A3-F878-4F64-BA9A-9AE8A5575545},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,RFH7157A,2026/02/04 02:28:08+00,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11745093.1687078,6984230.740352,201,{75D0DFB3-D294-45C0-8FD2-B82B9C152DC2},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,RFH7157A,2026/02/04 02:28:08+00,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11744214.0188913,6984317.57416783,202,{4D653817-9C34-416D-A4ED-B86D75FE8D7F},,Compass Datacenters PWC,,,,Planned,,Proffer,,Planned,679718,No,,,,RFH7157A,2026/02/04 02:28:08+00,RFH7157A,2026/02/04 02:37:31+00,2888800,,,,,
11758423.5367321,6962220.67216751,204,{501958D0-C3F1-4CC4-8B91-8B4194F2EAED},7596-81-5396,Hornbaker Road 2,,9001 HORNBAKER RD,HB2,Planned,,Proffer,,Planned,435760,No,,,,RFH7157A,2026/03/04 16:07:42+00,RFH7157A,2026/04/13 18:07:10+00,435760,,,REZ2025-00014,HORNBAKER ROAD,a0b0e2d0-2ccb-47b1-ab3f-3275db071d01
11769947.9254287,6946003.01431417,205,{56E2A551-6C58-487C-AF4D-B6DBBB522158},7794-06-1635,CloudHQ Manassas Corporate Center 8,,AIRMAN AVE,MCC8,Pending,,Proffer,,,859040,Yes,,,,RFH7157A,2026/03/09 13:32:40+00,RFH7157A,2026/03/09 13:55:31+00,859040,,,REZ2026-00032,Manassas Corporate Center 8,90ca5774-aab1-4185-a26e-d3aa610f23f4
