X,Y,OBJECTID,GlobalID,GPIN,BuildingName,PID,Address,BuildingID,BuildingStatus,YearBuilt,GFASource,PermitCase,PermitStatus,GFA,DCOOD,OCCDate,BPGFA,EnergovID,CreateUser,CreateDate,LastEditUser,LastEditDate,ApprovedGFA,PermittedGFA,REATaxedGFA,PlanningCaseNumber,PlanningCaseName,PlanCaseEnergovID
11754484.5728253,6967693.30557917,1,{576962EA-D255-464A-9AFD-C96A2AB6EFE4},7596-47-5780,Iron Mountain Data Center VA-1,P941363702,11680 HAYDEN RD,VA1,Completed,2017,,BLD2017-00581,Finaled,0,Yes,2017/09/24 00:00:00+00,165230,18cc783b-67dd-4a38-8bda-00ea9132d778,,,PLANNING,2026/02/26 16:40:06+00,,,165230,,,
11754806.7263804,6967424.48196983,2,{987D444C-6551-4232-A6F6-DF07290505D9},7596-57-4735,Iron Mountain Data Center VA-2,P889929368,11660 HAYDEN RD,VA2,Completed,2019,,BLD2018-04430,Finaled,0,Yes,2019/10/24 00:00:00+00,211000,7c6be09f-a60d-47fc-9792-1381d8d7aa45,,,PLANNING,2026/02/26 16:40:06+00,,,325918,,,
11755196.9191696,6966785.61644967,3,{61655ED7-BF9B-4C7E-8051-C4EB1F2E0DCC},7596-56-1578,Iron Mountain Data Center VA-3,P127342091,11640 HAYDEN RD,VA3,Completed,2024,,BLD2023-00509,Finaled,0,Yes,2024/09/25 00:00:00+00,304654,66b384c9-6b42-478f-a2ef-52db14750511,,,PLANNING,2026/02/26 16:40:06+00,,,389649,,,
11755996.4648146,6966511.31745759,4,{8D769961-AF96-4C44-B380-23E86A0D8CD4},7596-66-0725,Iron Mountain Data Center VA-4,P308324890,11600 HAYDEN RD,VA4,Completed,2024,,BLD2023-03506,Finaled,0,Yes,2025/06/11 00:00:00+00,182032,b5f6cf2d-da22-46e4-a5df-19141a348c0f,,,PLANNING,2026/02/26 16:40:06+00,,,182032,,,
11756282.4862242,6966027.99198067,5,{4FE46474-FA92-496E-9585-DF7A63B7CA56},7596-66-0725,Iron Mountain Data Center VA-5,P820679989,11580 HAYDEN RD,VA5,Completed,2025,,BLD2023-03508,Finaled,0,Yes,2025/06/11 00:00:00+00,220134,d6b8be7a-371a-42d7-a3bf-44062aacbb72,,,PLANNING,2026/02/26 16:40:06+00,,,110067,,,
11756931.2224595,6964214.52382284,6,{5FCAED8A-E600-4927-81CD-25B84893A9F6},7596-64-9220,Iron Mountain Data Center VA-6,P220600003,7745 WELLINGTON RD,VA6,Completed,2025,,BLD2023-05363,Finaled,0,Yes,2025/06/18 00:00:00+00,213000,57dfd424-e661-4885-bb14-0dbf269e433a,,,PLANNING,2026/02/26 16:40:06+00,,,230706,,,
11756613.0800512,6966782.76803017,7,{AFE87A7E-873E-4969-ABDE-A11A0A4AB4AF},7596-66-8266,Iron Mountain Data Center VA-7,P231100000,8330 BETHLEHEM RD,VA7,Completed,2025,,BLD2024-02971,Finaled,0,Yes,2025/11/19 00:00:00+00,290307,73076f13-ab0f-489d-80ae-dc115e5ccaee,,,PLANNING,2026/02/26 16:40:06+00,,,290307,,,
11755856.9719833,6965510.96578376,8,{6DE4E079-0162-4EBA-8DD9-2F6BACE448C8},7596-55-9338,Iron Mountain Data Center VA-8/9,P250100194,11530 ELEVATE DR 100,VA8/9,Planned,,Proffer,<Null>,Planned,347183,Yes,,,,,,RFH7157A,2026/02/02 06:41:16+00,,,,,,
11751501.9505097,6967563.20774226,9,{7C214B4A-419C-4EB9-B1B9-DA3A134B1BD3},7596-17-3979,Amazon AWS IAD-74 Manassas,P759604457,7070 WELLINGTON RD,IAD74,Completed,2016,,BLD2015-22325,Finaled,0,Yes,2016/01/22 00:00:00+00,146962,70394b90-e3ca-4da9-bb30-018d8e02d63d,,,PLANNING,2026/02/26 16:40:06+00,,,148580,,,
11751135.4541954,6967741.38422318,10,{0D4C9AA8-DBCD-4573-A4ED-FEB3591D7AA0},7596-17-3979,Amazon AWS IAD-73 Manassas,P759604461,7060 WELLINGTON RD,IAD73,Completed,2016,,BLD2015-23921,Finaled,0,Yes,2016/07/22 00:00:00+00,146962,cf0071fa-363f-4a3b-beda-071052c60f9e,,,PLANNING,2026/02/26 16:40:06+00,,,148580,,,
11751773.4371714,6967415.86158025,11,{4E307E51-41B6-416A-A8E4-F78A4566B456},7596-27-0053,South Point Phase II Building A,P759604445,8300 BUCKEYE TIMBER DR,A,Completed,2026,Proffer,BLD2024-01532,Finaled,265000,Yes,2026/01/08 00:00:00+00,217934,76068c8f-8f36-4545-955c-a82ff1b20573,,,PLANNING,2026/02/26 16:40:06+00,,,217934,,,
11751679.1529112,6967014.29250151,12,{D838802A-67AF-490E-AF5A-2D468405913D},7596-16-5979,South Point Phase II Building B,P759604446,8400 BUCKEYE TIMBER DR,B,Under Construction,,Proffer,BLD2025-00827,Issued,265000,Yes,,182032,0349fdff-a072-4a32-ba6c-ddc9456ed5a6,,,RFH7157A,2026/02/02 04:34:32+00,,,,,,
11756638.6124804,6968605.14693134,13,{154D5DEA-E592-430C-94CA-A8B2F1DD1F5F},7596-58-8732,Amazon Bethlehem Technology Park DC23,P829322953,8190 BETHLEHEM RD,DC23,Completed,2020,,BLD2018-03269,Finaled,0,Yes,2020/05/14 00:00:00+00,147530,d322f058-6c40-4065-8e7a-a902216fa7bd,,,PLANNING,2026/02/26 16:40:06+00,,,147530,,,
11756754.6171697,6968023.10085134,14,{D5633C4E-EBE0-437D-8C40-983FBA27F23D},7596-58-8732,Amazon Bethlehem Technology Park DC18,P297211748,8180 BETHLEHEM RD,DC18,Completed,2017,,BLD2017-02845,Finaled,0,Yes,2017/10/22 00:00:00+00,211816,ffa00a1d-1a3a-4bee-b4bd-e0662c536f54,,,PLANNING,2026/02/26 16:40:06+00,,,211816,,,
11756094.8950639,6968303.19346701,15,{3B518AC7-42BE-445F-8604-E0089B957BD4},7596-58-8732,Amazon Bethlehem Technology Park DC19,P387421822,8200 BETHLEHEM RD,DC19,Completed,2017,,BLD2016-06361,Finaled,0,Yes,2017/06/01 00:00:00+00,147530,9bc9ef14-4eae-4edb-806d-72da60b1cd56,,,PLANNING,2026/02/26 16:40:06+00,,,148580,,,
11755790.033797,6968284.44317642,16,{37F4D268-56E4-492E-A014-C70EE183902B},7596-58-8732,Amazon Bethlehem Technology Park DC20,P616885332,8210 BETHLEHEM RD,DC20,Completed,2017,,BLD2017-01263,Finaled,0,Yes,2017/08/04 00:00:00+00,211816,6fe9cf7d-2fcb-44d3-b789-3fd3def2facd,,,PLANNING,2026/02/26 16:40:06+00,,,211816,,,
11763429.4683213,6956510.61731467,17,{24AA26D6-0BDD-492F-9DCE-014EAF889D94},7695-36-1324,Amazon AWS IAD-107,P410953430,9740 INNOVATION DR,IAD107,Completed,2025,,BLD2023-00752,Finaled,0,Yes,2025/05/28 00:00:00+00,217979,be8a9a82-9707-492f-9aca-27aa8cffaa82,,,PLANNING,2026/02/26 16:40:06+00,,,216067,,,
11763046.7144936,6956572.15623359,18,{53F0B83F-46DF-41B5-AE9E-86123AA137AC},7695-26-7645,Amazon AWS IAD-106,P288274844,9720 INNOVATION DR,IAD106,Completed,2025,,BLD2022-04680,Finaled,0,Yes,2025/02/20 00:00:00+00,213320,15c64b3f-5af0-4743-8cfe-782ea866dee2,,,PLANNING,2026/02/26 16:40:06+00,,,233757,,,
11762728.3181488,6956811.94315559,19,{B3C5D9A8-2862-4CF9-AFAF-2EC79F5CF3EA},7695-26-4469,Amazon AWS IAD-105,P311840762,9700 INNOVATION DR,IAD105,Completed,2024,,BLD2022-03130,Finaled,0,Yes,2024/07/29 00:00:00+00,213320,f2894643-22ea-4c7e-b0ad-8c5ef3d12bfb,,,PLANNING,2026/02/26 16:40:06+00,,,223757,,,
11762389.0399559,6957057.83898926,20,{835BA1FE-4CF7-4EBE-BA35-D45635717627},7695-17-9607,Amazon AWS IAD-104,P777015344,9680 INNOVATION DR,IAD104,Completed,2024,,BLD2022-01092,Finaled,0,Yes,2024/01/22 00:00:00+00,213320,837e79b6-484d-4877-9a9f-c61fb50c7478,,,PLANNING,2026/02/26 16:40:06+00,,,213320,,,
11764382.4713365,6957628.08423984,21,{B96A48C7-F265-49ED-8220-64CAE78FB3C0},7695-47-3376,QTS Manassas DC6,P769500024,9540 GODWIN DR,DC6,Under Construction,,,BLD2024-06788,Issued,0,Yes,,199720,d9056854-8eb1-4e25-9a93-d963bb27d2ee,,,RFH7157A,2026/02/02 03:45:47+00,,,199720,,,
11763375.5127205,6959429.20071633,22,{78010C8B-F0D3-4555-8E6E-E64124169404},7695-39-0644,QTS Manassas DC5,P769500343,9301 FREEDOM CENTER BLVD,DC5,Completed,2023,,BLD2021-04300,Finaled,0,Yes,2023/04/28 00:00:00+00,310000,03dba0f6-eaa6-4c6f-b296-f1c3001087eb,,,PLANNING,2026/02/26 16:40:06+00,,,308486,,,
11764340.5977326,6958962.45099367,23,{124D57AD-17C9-4CF4-8101-B671B928E952},7695-48-1668,QTS Manassas DC1,P109282980,9400 GODWIN DR,DC1,Completed,2019,,BLD2018-06634,Finaled,0,Yes,2019/03/28 00:00:00+00,121028,78af6dd2-ffaa-4fe4-a8d1-8a7276b7ff05,,,PLANNING,2026/02/26 16:40:06+00,,,127000,,,
11765079.5299818,6959068.78805134,24,{1F48B4EA-0632-435E-94A4-378686E49BAA},7695-58-1491,QTS Manassas DC3,P147203823,9450 GODWIN DR,DC3,Completed,2024,,BLD2022-06119,Finaled,0,Yes,2024/07/11 00:00:00+00,269091,f67f7c97-549b-4d8c-b037-fefd671692d9,,,PLANNING,2026/02/26 16:40:06+00,,,269091,,,
11764532.6550913,6958961.3660221,25,{344A6C3F-5268-4E74-BD90-23BFEC61D901},7695-48-5650,QTS Manassas DC2,P174153420,9420 GODWIN DR,DC2,Under Construction,,,BLD2023-04643,Issued,0,Yes,,136228,74c40686-6527-48cd-bdc4-c658e9a4e8d9,,,RFH7157A,2026/02/02 03:45:47+00,,,136228,,,
11763515.9707729,6958403.15388392,26,{9F0B3669-EB1B-4CE2-8E23-09C9FFC4BE40},7695-38-4851,QTS Manassas DC4,P769500019,9351 FREEDOM CENTER BLVD,DC4,Under Construction,,Proffer,BLD2025-03459,Issued,350000,Yes,,315862,a18c8cb1-8e4d-4f6e-a574-4f5a49955bf7,,,RFH7157A,2026/02/02 04:34:32+00,,,,,,
11762661.1440705,6961394.98484251,27,{F900607B-0586-433E-9632-E86DAB0B8B02},7696-21-7764,Amazon AWS IAD-130,P301996031,9040 FREEDOM CENTER BLVD,IAD130,Completed,2020,Proffer,BLD2019-01155,Finaled,204211,Yes,2020/09/16 00:00:00+00,202626,dfada6b7-bf88-412b-8998-b6bda272c3d2,,,PLANNING,2026/02/26 16:40:06+00,,,202626,,,
11762798.3081663,6961671.19196725,28,{23A427A9-C39B-4984-BCEB-4489DB6C9A8E},7696-21-7764,Amazon AWS IAD-131,P574504267,9020 FREEDOM CENTER BLVD,IAD131,Completed,2020,Proffer,BLD2019-04018,Finaled,204211,Yes,2020/12/02 00:00:00+00,202626,1e33cb0f-6714-43c3-8123-146cd00f2817,,,PLANNING,2026/02/26 16:40:06+00,,,206626,,,
11764109.2645338,6962590.31644134,29,{923E8026-CC1A-4104-92F6-2A2554EAD049},7696-42-1559,TPC Data Centers,P769605244,8819 WELLINGTON RD,TPC,Under Construction,2026,Proffer,BLD2024-04746,Finaled,370715,Yes,2026/03/30 00:00:00+00,361500,4933bf4e-1e75-450f-91d2-68b7dc26aa1d,,,RFH7157A,2026/03/30 23:27:45+00,370715,361500,361500,REZ2024-00008,8765 and 8819 Wellington Road PRA,55087cda-4790-4f98-be5d-2a054fe2c464
11763920.2045445,6961709.99503925,30,{F390B87D-4405-4EEE-B0ED-B19C6254C2D3},7696-31-9262,Stack Northern Virginia NVA05B,P230500017,9001 FREEDOM CENTER BLVD,NVA05B,Under Construction,,Proffer,BLD2025-03129,Issued,407395,Yes,,261558,7e02253a-6e88-4a82-9658-49f1591b4530,,,RFH7157A,2026/02/02 04:34:32+00,,,,,,
11764682.0488213,6961472.38659059,31,{AD397077-7D91-4981-B589-0AE3436FEEE1},7696-41-6854,Stack Northern Virginia NVA05C,P241000102,8930 WELLINGTON RD,NVA05C,Under Construction,,Proffer,BLD2025-03019,Issued,261312,Yes,,179320,60188a2c-bb9c-4414-bf36-6f9d15a5cb62,,,RFH7157A,2026/02/02 04:34:32+00,,,,,,
11763308.6326049,6960803.20124917,32,{B473E00E-AA73-4B15-A4E9-6DC04474EFC4},7696-30-4783,Stack Northern Virginia NVA05A,P646108432,9101 FREEDOM CENTER BLVD,NVA05A,Completed,2025,Proffer,BLD2023-00562,Finaled,407395,Yes,2025/07/07 00:00:00+00,270540,5c3f2d81-47fc-4ed4-b545-ccbba43c7e61,,,PLANNING,2026/02/26 16:40:06+00,,,270540,,,
11762827.000038,6963247.99918109,33,{7F697EBC-1827-41B6-839A-38C4294D5C2E},7696-33-1105,Stack Northern Virginia NVA05E,P769605050,8671 WELLINGTON RD,NVA05E,Planned,,,,Planned,0,Yes,,,,,,RFH7157A,2026/02/02 03:45:47+00,,,,,,
11758851.9643529,6956598.75460559,34,{8CBAA278-BFB6-401C-BA5B-361CC12D1C73},7595-96-0662,Amazon AWS IAD-77,P759502013,9651 HORNBAKER RD,IAD77,Completed,2010,,BLD2007-04468,Finaled,0,Yes,2010/04/20 00:00:00+00,223127,a99774a0-2b03-4f25-b8d9-5bd9a8b1b57f,,,PLANNING,2026/02/26 16:40:06+00,,,247608,,,
11759407.9071387,6955396.41252209,35,{F91C4EE2-4B98-4261-B2FA-CE0C7E1A93CF},7595-95-6147,Amazon AWS IAD - Thomasson Barn 1,P783165250,11200 THOMASSON BARN RD,IN-1,Completed,2019,,BLD2019-02581,Finaled,0,Yes,2019/11/15 00:00:00+00,149404,4363620a-6479-4fff-bdab-db1f9005ebf9,,,PLANNING,2026/02/26 16:40:06+00,,,149904,,,
11759827.1779537,6955482.35001425,36,{552B43FF-DE72-400A-85D8-307BF05B94AB},7595-95-6147,Amazon AWS IAD - Thomasson Barn 2,P591655697,11150 THOMASSON BARN RD,IN-2,Completed,2020,,BLD2019-01459,Finaled,0,Yes,2020/02/05 00:00:00+00,202626,3489ab96-dc63-495d-bac7-665cee9ba14b,,,PLANNING,2026/02/26 16:40:06+00,,,202626,,,
11758584.5209902,6955094.38195817,37,{DDEB3FED-89F6-465C-82CA-C487E6C7317C},7595-85-6929,Stack Northern Virginia NVA02A,P470694996,9750 HORNBAKER RD,NVA02A,Completed,2025,,BLD2021-02881,Finaled,0,Yes,2025/10/31 00:00:00+00,224592,6be127e5-7597-4883-9519-9b2cd619b0cb,,,PLANNING,2026/02/26 16:40:06+00,,,226862,,,
11758627.008438,6955496.43791258,38,{EA7A74E3-B430-4C33-B36C-46BA3567EB42},7595-85-3742,Stack Northern Virginia NVA02B,P378332592,9740 HORNBAKER RD,NVA02B,Completed,2025,,BLD2022-07412,Finaled,0,Yes,2025/07/16 00:00:00+00,217502,d13ecd99-c9b4-4d4e-97a0-a248556f219d,,,PLANNING,2026/02/26 16:40:06+00,,,224652,,,
11758659.5605383,6955795.91730051,39,{BF12296B-B621-4DA0-ACD1-2E9FD5ABAF75},7595-85-6929,Stack Northern Virginia NVA02C,P366229877,9730 HORNBAKER RD,NVA02C,Completed,2025,,BLD2022-01720,Finaled,0,Yes,2025/11/04 00:00:00+00,14160,ce6bb298-55a7-4a92-9d0f-db7567453809,,,PLANNING,2026/02/26 16:40:06+00,,,14387,,,
11757775.1052862,6956280.33693534,40,{C7CF03A2-6791-45A4-AFDB-2E54FD7C80C4},7595-76-6544.00,Stack Northern Virginia NVA02D,P715821797,9590 HORNBAKER RD,NVA02D,Completed,2023,,BLD2022-00534,Finaled,0,Yes,2023/06/09 00:00:00+00,281000,0c1ca3c4-291c-4c65-ac5d-f675a4d278f3,,,PLANNING,2026/02/26 16:40:06+00,,,281000,,,
11757331.7971177,6956920.18572125,41,{47271D61-C710-4451-8AB0-A556CAF622C0},7595-76-2590,Stack Northern Virginia NVA02G,P240400016,9530 HORNBAKER RD,NVA02G,Under Construction,,,BLD2024-05348,Issued,0,Yes,,185803,d654ae92-38be-497b-9357-da4355aa2e32,,,RFH7157A,2026/02/02 03:45:47+00,,,185803,,,
11756926.6778492,6955789.89729942,42,{86A6C9D5-9A23-453D-8EF8-5DE03EEBC3BA},7595-65-9789.00,Stack Northern Virginia NVA02E,P220900000,9570 HORNBAKER RD,NVA02E,Completed,2024,,BLD2023-03853,Finaled,0,Yes,2024/08/30 00:00:00+00,261686,6a331e9d-3c77-4abe-809e-a061d9b469ea,,,PLANNING,2026/02/26 16:40:06+00,,,259200,,,
11755497.2433721,6955006.86900984,43,{093CB7A3-A784-41AF-B496-ACC2BD0336DA},7595-54-7478,Stack Northern Virginia NVA02H,P240900248,10161 LINTON HALL RD,NVA02H,Under Construction,,Proffer,BLD2025-06092,Issued,212428,No,,246223,5f95f15c-467d-483d-946e-fe21395c97f4,,,RFH7157A,2026/03/02 17:58:25+00,,,,REZ2019-00034,Youth for Tomorrow,222f06a0-c603-4233-9289-74ff5439b34d
11755966.1764893,6955218.92304768,44,{20AA4CE0-F208-41A5-8248-720FF5A5E3A1},7595-54-7478,Stack Northern Virginia NVA02I,P240900249,10167 LINTON HALL RD,NVA02I,Under Construction,,Proffer,BLD2025-03391,Issued,212428,No,,253834,bbfee5e7-a9d5-44fc-b0f8-6c81a8896f17,,,RFH7157A,2026/03/02 17:58:25+00,,,,REZ2019-00034,Youth for Tomorrow,222f06a0-c603-4233-9289-74ff5439b34d
11757039.6359566,6955484.32966909,45,{D76B63CD-1AB1-4E37-ABB8-4DE1F427A60A},7595-75-3611,Stack Northern Virginia NVA02F,P240600347,9640 HORNBAKER RD,NVA02F,Under Construction,,,BLD2025-01136,Issued,0,Yes,,367927,393039e6-dbed-4498-8625-1aca6b21733a,,,RFH7157A,2026/02/02 03:45:47+00,,,367927,,,
11766312.7086178,6952086.83252709,46,{D17239E6-0B3D-477A-850A-016735A7A19E},7695-62-8723,Amazon AWS IAD-100,P784904340,10321 TANNER WAY,IAD100,Completed,2021,Proffer,BLD2020-00115,Finaled,1132540,Yes,2021/10/14 00:00:00+00,212017,54555daf-925d-4523-8e3c-01aea9d77cf3,,,PLANNING,2026/02/26 16:40:06+00,,,212017,REZ2018-00002,BRICKYARD,5b9b1adb-eadd-43e0-aa7f-4fe0a600d4f2
11767033.1947096,6952959.22842009,47,{890AAB2A-86F4-45E6-863F-3ED6C7A53874},7695-62-8723,Amazon AWS IAD-103,P497751903,10261 TANNER WAY,IAD103,Completed,2023,Proffer,BLD2021-00330,Finaled,1132540,Yes,2023/03/13 00:00:00+00,153582,a32bc82d-1f31-4dc4-8d1a-1350c2047a67,,,PLANNING,2026/02/26 16:40:06+00,,,153582,REZ2018-00002,BRICKYARD,5b9b1adb-eadd-43e0-aa7f-4fe0a600d4f2
11766625.2086489,6952351.58954351,48,{978EF843-FA99-461A-9F72-8A79BCEDCDBA},7695-62-8723,Amazon AWS IAD-101,P208772048,10301 TANNER WAY,IAD101,Completed,2022,Proffer,BLD2020-04380,Finaled,1132540,Yes,2022/03/08 00:00:00+00,214796,c34c972b-2d30-40c5-aba5-6c039958d63b,,,PLANNING,2026/02/26 16:40:06+00,,,214796,REZ2018-00002,BRICKYARD,5b9b1adb-eadd-43e0-aa7f-4fe0a600d4f2
11766768.9166948,6952633.24219543,49,{6C2F0D43-E141-4B97-B649-42E59C659E18},7695-62-8723,Amazon AWS IAD-102,P999706645,10281 TANNER WAY,IAD102,Completed,2022,Proffer,BLD2020-05182,Finaled,1132540,Yes,2020/07/14 00:00:00+00,214796,e4c480e6-9b0f-4c2b-939b-d606d5a55ffc,,,PLANNING,2026/02/26 16:40:06+00,,,214796,REZ2018-00002,BRICKYARD,5b9b1adb-eadd-43e0-aa7f-4fe0a600d4f2
